scode,ccode,country,year,ind,intind,intviol,intwar,civviol,civwar,ethviol,ethwar,inttot,civtot,actotal,nborder,totint,totciv,totalac,nint,nciv,nac,region,nregion,regint,regciv,regac,nrint,nrciv,nrac
AFG,700,Afghanistan,1946,1,0,0,0,0,0,0,0,0,0,0,3,0,8,8,0,2,2,6,4,0,8,8,0,2,2
AFG,700,Afghanistan,1947,1,0,0,0,0,0,0,0,0,0,0,4,1,19,20,1,3,3,6,5,1,19,20,1,3,3
AFG,700,Afghanistan,1948,1,0,0,0,0,0,0,0,0,0,0,4,0,14,14,0,2,2,6,7,1,19,20,1,3,3
AFG,700,Afghanistan,1949,1,0,0,0,0,0,0,0,0,0,0,4,0,8,8,0,2,2,6,9,1,15,16,1,4,4
AFG,700,Afghanistan,1950,1,0,0,0,0,0,0,0,0,0,0,4,4,10,14,1,1,1,6,9,5,15,20,2,2,2
AFG,700,Afghanistan,1951,1,0,0,0,0,0,0,0,0,0,0,4,2,4,6,1,1,1,6,9,3,9,12,2,2,2
AFG,700,Afghanistan,1952,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,9,1,7,8,1,2,2
AFG,700,Afghanistan,1953,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,9,1,7,8,1,2,2
AFG,700,Afghanistan,1954,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1,6,9,2,7,9,2,2,3
AFG,700,Afghanistan,1955,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,9,0,6,6,0,2,2
AFG,700,Afghanistan,1956,1,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,1,1,6,9,0,10,10,0,3,3
AFG,700,Afghanistan,1957,1,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,1,1,6,9,0,10,10,0,3,3
AFG,700,Afghanistan,1958,1,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,1,1,6,9,0,10,10,0,3,3
AFG,700,Afghanistan,1959,1,0,0,0,0,0,0,0,0,0,0,4,0,6,6,0,1,1,6,9,0,12,12,0,3,3
AFG,700,Afghanistan,1960,1,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,1,1,6,9,0,10,10,0,3,3
AFG,700,Afghanistan,1961,1,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,2,2,6,9,2,11,13,1,4,4
AFG,700,Afghanistan,1962,1,0,0,0,0,0,0,0,0,0,0,4,1,5,6,1,2,2,6,9,2,11,13,2,4,4
AFG,700,Afghanistan,1963,1,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,2,2,6,9,0,11,11,0,4,4
AFG,700,Afghanistan,1964,1,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,1,1,6,9,0,10,10,0,3,3
AFG,700,Afghanistan,1965,1,0,0,0,0,0,0,0,0,0,0,4,3,4,7,1,1,2,6,9,6,10,16,2,3,4
AFG,700,Afghanistan,1966,1,0,0,0,0,0,0,0,0,0,0,4,0,9,9,0,1,1,6,9,0,15,15,0,3,3
AFG,700,Afghanistan,1967,1,0,0,0,0,0,0,0,0,0,0,4,0,9,9,0,1,1,6,9,0,15,15,0,3,3
AFG,700,Afghanistan,1968,1,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,1,1,6,9,0,12,12,0,3,3
AFG,700,Afghanistan,1969,1,0,0,0,0,0,0,0,0,0,0,4,2,5,7,2,1,2,6,9,1,12,13,1,3,3
AFG,700,Afghanistan,1970,1,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,1,1,6,9,0,12,12,0,3,3
AFG,700,Afghanistan,1971,1,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,1,1,6,9,6,20,26,2,5,5
AFG,700,Afghanistan,1972,1,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,1,1,6,10,0,12,12,0,3,3
AFG,700,Afghanistan,1973,1,0,0,0,0,0,0,0,0,0,0,4,0,7,7,0,2,2,6,10,0,14,14,0,4,4
AFG,700,Afghanistan,1974,1,0,0,0,0,0,0,0,0,0,0,4,1,7,8,1,2,3,6,10,1,14,15,1,4,5
AFG,700,Afghanistan,1975,1,0,0,0,0,0,0,0,0,0,0,4,1,7,8,1,2,3,6,10,1,16,17,1,5,6
AFG,700,Afghanistan,1976,1,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,1,1,6,10,0,11,11,0,4,4
AFG,700,Afghanistan,1977,1,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,1,1,6,10,0,11,11,0,4,4
AFG,700,Afghanistan,1978,1,0,0,0,0,7,0,0,0,7,7,4,0,4,4,0,1,1,6,10,0,20,20,0,5,5
AFG,700,Afghanistan,1979,1,0,1,0,0,7,0,0,1,7,8,4,5,7,12,2,1,3,6,10,6,23,29,3,5,7
AFG,700,Afghanistan,1980,1,0,1,0,0,7,0,0,1,7,8,4,7,9,16,2,2,3,6,10,8,25,33,3,6,7
AFG,700,Afghanistan,1981,1,0,1,0,0,7,0,0,1,7,8,4,8,9,17,3,2,3,6,10,9,25,34,4,6,7
AFG,700,Afghanistan,1982,1,0,0,0,0,7,0,0,0,7,7,4,6,9,15,1,2,2,6,10,6,25,31,1,6,6
AFG,700,Afghanistan,1983,1,0,1,0,0,7,0,0,1,7,8,4,9,12,21,3,3,3,6,10,11,37,48,5,8,8
AFG,700,Afghanistan,1984,1,0,1,0,0,7,0,0,1,7,8,4,7,12,19,2,3,3,6,10,8,35,43,3,8,8
AFG,700,Afghanistan,1985,1,0,1,0,0,7,0,0,1,7,8,4,10,10,20,3,3,3,6,10,12,33,45,5,8,8
AFG,700,Afghanistan,1986,1,0,1,0,0,7,0,0,1,7,8,4,9,7,16,3,3,3,6,10,10,30,40,4,8,8
AFG,700,Afghanistan,1987,1,0,1,0,0,7,0,0,1,7,8,4,11,7,18,3,3,3,6,10,13,34,47,5,8,8
AFG,700,Afghanistan,1988,1,0,0,0,0,7,0,0,0,7,7,4,6,7,13,1,3,3,6,10,6,35,41,1,8,8
AFG,700,Afghanistan,1989,1,0,0,0,0,7,0,0,0,7,7,4,1,8,9,1,3,3,6,10,2,35,37,2,8,8
AFG,700,Afghanistan,1990,1,0,0,0,0,7,0,0,0,7,7,4,1,10,11,1,4,4,6,10,2,38,40,2,8,8
AFG,700,Afghanistan,1991,1,0,0,0,0,7,0,0,0,7,7,6,0,7,7,0,3,3,6,15,0,36,36,0,9,9
AFG,700,Afghanistan,1992,1,0,0,0,0,7,0,0,0,7,7,6,1,10,11,1,4,4,6,15,2,39,41,2,10,10
AFG,700,Afghanistan,1993,1,0,0,0,0,7,0,0,0,7,7,6,0,10,10,0,4,4,6,15,0,37,37,0,9,9
AFG,700,Afghanistan,1994,1,0,0,0,0,7,0,0,0,7,7,6,0,6,6,0,3,3,6,15,0,29,29,0,7,7
AFG,700,Afghanistan,1995,1,0,0,0,0,7,0,0,0,7,7,6,0,6,6,0,3,3,6,15,0,29,29,0,7,7
AFG,700,Afghanistan,1996,1,0,0,0,0,7,0,0,0,7,7,6,1,6,7,1,3,3,6,15,2,31,33,2,8,8
AFG,700,Afghanistan,1997,1,0,0,0,0,7,0,0,0,7,7,6,1,6,7,1,3,3,6,15,2,31,33,2,8,8
AFG,700,Afghanistan,1998,1,0,0,0,0,7,0,0,0,7,7,6,0,6,6,0,3,3,6,15,0,31,31,0,8,8
AFG,700,Afghanistan,1999,1,0,0,0,0,7,0,0,0,7,7,6,1,0,1,1,0,1,6,15,2,25,27,2,5,6
AFG,700,Afghanistan,2000,1,0,0,0,0,7,0,0,0,7,7,6,0,0,0,0,0,0,6,15,0,25,25,0,5,5
AFG,700,Afghanistan,2001,1,0,0,3,0,7,0,0,3,7,10,6,0,1,1,0,1,1,6,15,3,27,30,1,6,6
AFG,700,Afghanistan,2002,1,0,0,3,0,0,0,0,3,0,3,6,0,1,1,0,1,1,6,15,3,20,23,1,5,6
AFG,700,Afghanistan,2003,1,0,0,3,0,0,0,0,3,0,3,6,0,1,1,0,1,1,6,15,3,18,21,1,5,6
AFG,700,Afghanistan,2004,1,0,0,3,0,0,0,0,3,0,3,6,0,2,2,0,1,1,6,15,3,19,22,1,5,6
ALB,339,Albania,1946,1,0,0,0,0,0,0,0,0,0,0,2,0,5,5,0,1,1,0,25,0,5,5,0,1,1
ALB,339,Albania,1947,1,0,0,0,0,0,0,0,0,0,0,2,0,5,5,0,1,1,0,25,0,5,5,0,1,1
ALB,339,Albania,1948,1,0,0,0,0,0,0,0,0,0,0,2,0,5,5,0,1,1,0,25,1,5,6,1,1,2
ALB,339,Albania,1949,1,0,0,0,0,0,0,0,0,0,0,2,0,5,5,0,1,1,0,27,1,5,6,1,1,2
ALB,339,Albania,1950,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,4,0,4,2,0,2
ALB,339,Albania,1951,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,4,0,4,2,0,2
ALB,339,Albania,1952,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,4,0,4,2,0,2
ALB,339,Albania,1953,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,4,0,4,2,0,2
ALB,339,Albania,1954,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,1,0,1,1,0,1
ALB,339,Albania,1955,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,0,0,0,0,0
ALB,339,Albania,1956,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,0,3,1,0,1
ALB,339,Albania,1957,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,0,0,0,0,0
ALB,339,Albania,1958,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,0,0,0,0,0
ALB,339,Albania,1959,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,0,0,0,0,0
ALB,339,Albania,1960,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,2,0,2,1,0,1
ALB,339,Albania,1961,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,4,0,4,2,0,2
ALB,339,Albania,1962,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,2,0,2,1,0,1
ALB,339,Albania,1963,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,2,0,2,1,0,1
ALB,339,Albania,1964,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,0,3,1,0,1
ALB,339,Albania,1965,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,1,4,1,1,1
ALB,339,Albania,1966,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,1,4,1,1,1
ALB,339,Albania,1967,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,1,4,1,1,1
ALB,339,Albania,1968,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,3,6,1,3,3
ALB,339,Albania,1969,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,4,2,6,2,1,3
ALB,339,Albania,1970,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,3,6,1,2,3
ALB,339,Albania,1971,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,3,6,1,2,3
ALB,339,Albania,1972,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,3,6,1,2,3
ALB,339,Albania,1973,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,3,6,1,2,3
ALB,339,Albania,1974,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,5,5,0,3,3
ALB,339,Albania,1975,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,6,6,0,4,4
ALB,339,Albania,1976,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,5,5,0,3,3
ALB,339,Albania,1977,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,7,7,0,3,3
ALB,339,Albania,1978,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,7,7,0,3,3
ALB,339,Albania,1979,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,7,7,0,3,3
ALB,339,Albania,1980,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,7,10,1,3,4
ALB,339,Albania,1981,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,5,8,1,3,4
ALB,339,Albania,1982,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,4,5,9,2,3,4
ALB,339,Albania,1983,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,4,7,1,2,3
ALB,339,Albania,1984,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,7,10,1,2,3
ALB,339,Albania,1985,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,7,10,1,2,3
ALB,339,Albania,1986,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,5,8,1,2,3
ALB,339,Albania,1987,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,5,8,1,2,3
ALB,339,Albania,1988,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,3,5,8,1,2,3
ALB,339,Albania,1989,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,1,6,7,1,3,4
ALB,339,Albania,1990,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,7,7,0,3,3
ALB,339,Albania,1991,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32,0,6,6,0,3,3
ALB,339,Albania,1992,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,0,15,15,0,5,5
ALB,339,Albania,1993,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,0,15,15,0,5,5
ALB,339,Albania,1994,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,0,19,19,0,6,6
ALB,339,Albania,1995,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,0,17,17,0,5,5
ALB,339,Albania,1996,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,0,8,8,0,3,3
ALB,339,Albania,1997,1,0,0,0,2,0,0,0,0,2,2,3,0,0,0,0,0,0,0,37,0,6,6,0,3,3
ALB,339,Albania,1998,1,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,1,1,0,37,0,6,6,0,2,2
ALB,339,Albania,1999,1,0,0,0,0,0,0,0,0,0,0,3,3,4,7,1,1,1,0,37,3,11,14,1,3,3
ALB,339,Albania,2000,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,0,4,4,0,1,1
ALB,339,Albania,2001,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,1,4,5,1,1,2
ALB,339,Albania,2002,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,0,4,4,0,1,1
ALB,339,Albania,2003,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,2,4,6,1,1,2
ALB,339,Albania,2004,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,2,5,7,1,2,3
ALG,615,Algeria,1946,0,2,,,,,,,,,,,,,,,,,,,,,,,,
ALG,615,Algeria,1947,0,2,,,,,,,,,,,,,,,,,,,,,,,,
ALG,615,Algeria,1954,0,5,,,,,,,,,,,,,,,,,,,,,,,,
ALG,615,Algeria,1955,0,5,,,,,,,,,,,,,,,,,,,,,,,,
ALG,615,Algeria,1956,0,5,,,,,,,,,,,,,,,,,,,,,,,,
ALG,615,Algeria,1957,0,5,,,,,,,,,,,,,,,,,,,,,,,,
ALG,615,Algeria,1958,0,5,,,,,,,,,,,,,,,,,,,,,,,,
ALG,615,Algeria,1959,0,5,,,,,,,,,,,,,,,,,,,,,,,,
ALG,615,Algeria,1960,0,5,,,,,,,,,,,,,,,,,,,,,,,,
ALG,615,Algeria,1961,0,5,,,,,,,,,,,,,,,,,,,,,,,,
ALG,615,Algeria,1962,1,5,0,0,1,0,0,0,0,1,1,6,0,0,0,0,0,0,2,12,0,7,7,0,3,3
ALG,615,Algeria,1963,1,0,1,0,1,0,0,0,1,1,2,6,1,0,1,1,0,1,2,12,3,7,10,3,3,5
ALG,615,Algeria,1964,1,0,1,0,0,0,0,0,1,0,1,6,1,0,1,1,0,1,2,12,5,6,11,4,2,5
ALG,615,Algeria,1965,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,12,0,10,10,0,3,3
ALG,615,Algeria,1966,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,12,0,10,10,0,3,3
ALG,615,Algeria,1967,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,12,4,10,14,1,3,4
ALG,615,Algeria,1968,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,12,4,10,14,1,3,4
ALG,615,Algeria,1969,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,12,4,10,14,1,3,4
ALG,615,Algeria,1970,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,12,4,10,14,1,3,4
ALG,615,Algeria,1971,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,12,0,10,10,0,3,3
ALG,615,Algeria,1972,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,12,0,10,10,0,3,3
ALG,615,Algeria,1973,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,12,3,5,8,1,2,3
ALG,615,Algeria,1974,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,12,0,10,10,0,2,2
ALG,615,Algeria,1975,1,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,2,2,2,12,0,16,16,0,4,4
ALG,615,Algeria,1976,1,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,2,2,2,12,0,17,17,0,5,5
ALG,615,Algeria,1977,1,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,2,2,2,13,0,18,18,0,4,4
ALG,615,Algeria,1978,1,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,2,2,2,13,0,19,19,0,5,5
ALG,615,Algeria,1979,1,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,2,2,2,13,0,18,18,0,4,4
ALG,615,Algeria,1980,1,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,1,2,13,0,13,13,0,3,3
ALG,615,Algeria,1981,1,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,1,2,13,0,13,13,0,3,3
ALG,615,Algeria,1982,1,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,1,2,13,0,13,13,0,3,3
ALG,615,Algeria,1983,1,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,1,2,13,0,19,19,0,4,4
ALG,615,Algeria,1984,1,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,1,2,13,0,19,19,0,4,4
ALG,615,Algeria,1985,1,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,1,2,13,0,19,19,0,4,4
ALG,615,Algeria,1986,1,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,1,2,13,0,19,19,0,4,4
ALG,615,Algeria,1987,1,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,1,2,13,0,19,19,0,4,4
ALG,615,Algeria,1988,1,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,1,2,13,0,24,24,0,5,5
ALG,615,Algeria,1989,1,0,0,0,0,0,0,0,0,0,0,6,1,3,4,1,1,2,2,13,1,24,25,1,5,6
ALG,615,Algeria,1990,1,0,0,0,0,0,0,0,0,0,0,6,1,2,3,1,2,3,2,13,1,23,24,1,6,7
ALG,615,Algeria,1991,1,0,0,0,0,4,0,0,0,4,4,6,0,2,2,0,2,2,2,13,0,28,28,0,8,8
ALG,615,Algeria,1992,1,0,0,0,0,4,0,0,0,4,4,6,0,2,2,0,2,2,2,13,0,28,28,0,8,8
ALG,615,Algeria,1993,1,0,0,0,0,4,0,0,0,4,4,6,0,2,2,0,2,2,2,13,0,28,28,0,8,8
ALG,615,Algeria,1994,1,0,0,0,0,4,0,0,0,4,4,6,0,2,2,0,2,2,2,14,0,28,28,0,8,8
ALG,615,Algeria,1995,1,0,0,0,0,4,0,0,0,4,4,6,0,2,2,0,2,2,2,14,0,18,18,0,6,6
ALG,615,Algeria,1996,1,0,0,0,0,4,0,0,0,4,4,6,0,1,1,0,1,1,2,14,0,17,17,0,5,5
ALG,615,Algeria,1997,1,0,0,0,0,4,0,0,0,4,4,6,0,1,1,0,1,1,2,14,0,17,17,0,5,5
ALG,615,Algeria,1998,1,0,0,0,0,4,0,0,0,4,4,6,0,0,0,0,0,0,2,14,10,16,26,2,4,6
ALG,615,Algeria,1999,1,0,0,0,0,4,0,0,0,4,4,6,0,0,0,0,0,0,2,14,10,17,27,2,5,6
ALG,615,Algeria,2000,1,0,0,0,0,4,0,0,0,4,4,6,0,0,0,0,0,0,2,14,10,16,26,2,4,5
ALG,615,Algeria,2001,1,0,0,0,0,4,0,0,0,4,4,6,0,0,0,0,0,0,2,14,0,15,15,0,3,3
ALG,615,Algeria,2002,1,0,0,0,0,4,0,0,0,4,4,6,0,0,0,0,0,0,2,14,0,15,15,0,3,3
ALG,615,Algeria,2003,1,0,0,0,0,4,0,0,0,4,4,6,0,0,0,0,0,0,2,14,0,14,14,0,3,3
ALG,615,Algeria,2004,1,0,0,0,0,4,0,0,0,4,4,6,0,0,0,0,0,0,2,14,0,14,14,0,3,3
ANG,540,Angola,1961,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1962,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1963,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1964,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1965,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1966,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1967,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1968,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1969,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1970,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1971,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1972,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1973,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1974,0,4,,,,,,,,,,,,,,,,,,,,,,,,
ANG,540,Angola,1975,1,4,0,0,1,6,0,0,0,7,7,3,0,0,0,0,0,0,4,11,2,10,12,2,2,3
ANG,540,Angola,1976,1,0,0,0,1,6,0,0,0,7,7,3,0,0,0,0,0,0,4,11,2,11,13,2,3,4
ANG,540,Angola,1977,1,0,1,0,1,6,0,0,1,7,8,3,1,2,3,1,1,1,4,11,4,12,16,4,3,4
ANG,540,Angola,1978,1,0,1,0,1,6,0,0,1,7,8,3,1,2,3,1,1,1,4,11,4,12,16,4,3,4
ANG,540,Angola,1979,1,0,0,0,1,6,0,0,0,7,7,3,0,2,2,0,1,1,4,11,2,12,14,2,3,4
ANG,540,Angola,1980,1,0,0,0,1,6,0,0,0,7,7,3,0,2,2,0,1,1,4,11,0,9,9,0,2,2
ANG,540,Angola,1981,1,0,0,0,1,6,0,0,0,7,7,3,0,2,2,0,1,1,4,11,0,16,16,0,4,4
ANG,540,Angola,1982,1,0,0,0,1,6,0,0,0,7,7,3,0,2,2,0,1,1,4,11,0,16,16,0,4,4
ANG,540,Angola,1983,1,0,0,0,1,6,0,0,0,7,7,3,0,2,2,0,1,1,4,11,0,19,19,0,5,5
ANG,540,Angola,1984,1,0,0,0,1,6,0,0,0,7,7,3,0,1,1,0,1,1,4,11,0,18,18,0,5,5
ANG,540,Angola,1985,1,0,0,0,1,6,0,0,0,7,7,3,0,0,0,0,0,0,4,11,0,17,17,0,4,4
ANG,540,Angola,1986,1,0,0,0,1,6,0,0,0,7,7,3,0,0,0,0,0,0,4,11,0,17,17,0,4,4
ANG,540,Angola,1987,1,0,0,0,1,6,0,0,0,7,7,3,0,0,0,0,0,0,4,11,0,17,17,0,4,4
ANG,540,Angola,1988,1,0,0,0,1,6,0,0,0,7,7,3,0,0,0,0,0,0,4,11,0,16,16,0,3,3
ANG,540,Angola,1989,1,0,0,0,1,6,0,0,0,7,7,3,0,0,0,0,0,0,4,11,0,16,16,0,3,3
ANG,540,Angola,1990,1,0,0,0,1,6,0,0,0,7,7,4,0,0,0,0,0,0,4,12,0,16,16,0,3,3
ANG,540,Angola,1991,1,0,0,0,1,6,0,0,0,7,7,4,0,0,0,0,0,0,4,12,0,16,16,0,3,3
ANG,540,Angola,1992,1,0,0,0,1,6,0,0,0,7,7,4,0,2,2,0,1,1,4,12,0,18,18,0,4,4
ANG,540,Angola,1993,1,0,0,0,1,6,0,0,0,7,7,4,0,3,3,0,2,2,4,12,0,13,13,0,4,4
ANG,540,Angola,1994,1,0,0,0,1,6,0,0,0,7,7,4,0,2,2,0,1,1,4,12,0,12,12,0,3,3
ANG,540,Angola,1995,1,0,0,0,1,6,0,0,0,7,7,4,0,2,2,0,1,1,4,12,0,12,12,0,3,3
ANG,540,Angola,1996,1,0,0,0,1,6,0,0,0,7,7,4,0,7,7,0,1,1,4,12,0,17,17,0,3,3
ANG,540,Angola,1997,1,0,0,0,1,6,0,0,0,7,7,4,0,8,8,0,2,2,4,12,0,15,15,0,3,3
ANG,540,Angola,1998,1,0,0,0,1,6,0,0,0,7,7,4,0,8,8,0,2,2,4,12,0,16,16,0,4,4
ANG,540,Angola,1999,1,0,0,0,1,6,0,0,0,7,7,4,0,8,8,0,2,2,4,12,0,15,15,0,3,3
ANG,540,Angola,2000,1,0,0,0,1,6,0,0,0,7,7,4,0,5,5,0,1,1,4,12,0,12,12,0,2,2
ANG,540,Angola,2001,1,0,0,0,1,6,0,0,0,7,7,4,0,5,5,0,1,1,4,12,0,12,12,0,2,2
ANG,540,Angola,2002,1,0,0,0,1,6,0,0,0,7,7,4,0,6,6,0,2,2,4,12,0,13,13,0,3,3
ANG,540,Angola,2003,1,0,0,0,1,0,0,0,0,1,1,4,0,6,6,0,2,2,4,12,0,7,7,0,3,3
ANG,540,Angola,2004,1,0,0,0,1,0,0,0,0,1,1,4,0,5,5,0,1,1,4,12,0,6,6,0,2,2
ARG,160,Argentina,1946,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,1,8,11,0,1,1,0,1,1
ARG,160,Argentina,1947,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,1,8,11,0,1,1,0,1,1
ARG,160,Argentina,1948,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,1,1,0,1,1
