Time Name,Country Name,Country Code,Improved water source (% of population with access),"Improved water source, rural (% of rural population with access)","Improved water source, urban (% of urban population with access)",Prevalence of undernourishment (% of population),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Mortality rate, under-5 (per 1,000)"
1960,Afghanistan,AFG,,,,,31.3315122,245,360
1960,Albania,ALB,,,,,62.60536585,115.5,168.6895245
1960,Algeria,DZA,,,,,47.28439024,166,261
1960,American Samoa,ASM,,,,,,,
1960,Andorra,ADO,,,,,,,
1960,Angola,AGO,,,,,33.18678049,,
1960,Antigua and Barbuda,ATG,,,,,62.35365854,,
1960,Argentina,ARG,,,,,65.17214634,56.2,67.5
1960,Armenia,ARM,,,,,66.062,,
1960,Aruba,ABW,,,,,,,
1960,Australia,AUS,,,,,70.81707317,20.20000076,24
1960,Austria,AUT,,,,,68.58560976,37.5,43
1960,Azerbaijan,AZE,,,,,64.30731707,,
1960,"Bahamas, The",BHS,,,,,63.34926829,50.5,67.7
1960,Bahrain,BHR,,,,,55.77073171,94,150
1960,Bangladesh,BGD,,,,,40.47365854,,
1960,Barbados,BRB,,,,,64.52146341,74,90.3
1960,Belarus,BLR,,,,,68.34146341,,
1960,Belgium,BEL,,,,,70.36829268,31.2,34.5
1960,Belize,BLZ,,,,,61.66487805,,
1960,Benin,BEN,,,,,41.68834146,,
1960,Bermuda,BMU,,,,,,,
1960,Bhutan,BTN,,,,,37.29834146,,
1960,Bolivia,BOL,,,,,42.83302439,152,255
1960,Bosnia and Herzegovina,BIH,,,,,60.4102439,105,160
1960,Botswana,BWA,,,,,50.66560976,118.7145399,174
1960,Brazil,BRA,,,,,54.78707317,132.8259668,176.3
1960,Brunei Darussalam,BRN,,,,,62.38780488,63,86.9
1960,Bulgaria,BGR,,,,,69.24756098,45.09999847,56
1960,Burkina Faso,BFA,,,,,36.68673171,180.1,329.9
1960,Burundi,BDI,,,,,41.3844878,144.15,243.6
1960,Cambodia,KHM,,,,,42.59512195,,
1960,Cameroon,CMR,,,,,41.74687805,151,255
1960,Canada,CAN,,,,,71.13317073,27.29999924,32
1960,Cape Verde,CPV,,,,,52.16341463,,
1960,Cayman Islands,CYM,,,,,,,
1960,Central African Republic,CAF,,,,,38.65629268,198.31,348.5
1960,Chad,TCD,,,,,40.96931707,,
1960,Channel Islands,CHI,,,,,71.24297561,,
1960,Chile,CHL,,,,,57.30063415,118,155
1960,China,CHN,,,,,36.3195122,,
1960,Colombia,COL,,,,,56.80317073,77.28,122.5
1960,Comoros,COM,,,,,43.66341463,200,265
1960,"Congo, Dem. Rep.",ZAR,,,,,41.4324878,,
1960,"Congo, Rep.",COG,,,,,47.08385366,115.49,193.2
1960,Costa Rica,CRI,,,,,61.87321951,87,123
1960,Cote d'Ivoire,CIV,,,,,43.97365854,,
1960,Croatia,HRV,,,,,66.03073171,70.4,96.7
1960,Cuba,CUB,,,,,64.21926829,35.40000153,54
1960,Cyprus,CYP,,,,,68.76536585,,
1960,Czech Republic,CZE,,,,,70.34878049,19.89999962,24
1960,Denmark,DNK,,,,,72.17658537,21.5,26
1960,Djibouti,DJI,,,,,38.74307317,,
1960,Dominica,DMA,,,,,,79.8,127.1
1960,Dominican Republic,DOM,,,,,52.11487805,102.264335,153.3
1960,East Asia & Pacific,EAP,,,,,38.91299231,,
1960,Ecuador,ECU,,,,,53.38121951,107,178
1960,"Egypt, Arab Rep.",EGY,,,,,45.95853659,,
1960,El Salvador,SLV,,,,,50.83317073,129,191
1960,Equatorial Guinea,GNQ,,,,,36.88009756,,
1960,Eritrea,ERI,,,,,39.31117073,,
1960,Estonia,EST,,,,,68.54341463,31.1,38
1960,Ethiopia,ETH,,,,,38.69419512,161.9,273.4
1960,Europe & Central Asia,ECA,,,,,,,
1960,Euro area,EMU,,,,,69.45182808,37.56375226,44.53313159
1960,Faeroe Islands,FRO,,,,,,,
1960,Fiji,FJI,,,,,55.99878049,,
1960,Finland,FIN,,,,,68.8197561,21,25
1960,France,FRA,,,,,70.2397561,27.39999962,31.60000038
1960,French Polynesia,PYF,,,,,56.2537561,,
1960,Gabon,GAB,,,,,39.88068293,,
1960,"Gambia, The",GMB,,,,,33.18731707,204.6,360.3
1960,Georgia,GEO,,,,,63.62370732,,
1960,Germany,DEU,,,,,69.54321255,35,40
1960,Ghana,GHA,,,,,45.81560976,125.86,212.4
1960,Greece,GRC,,,,,68.8502439,38.4,46
1960,Greenland,GRL,,,,,,,
1960,Grenada,GRD,,,,,63.15878049,,
1960,Guam,GUM,,,,,61.46219512,,
1960,Guatemala,GTM,,,,,45.89268293,136,202
1960,Guinea,GIN,,,,,35.28,,
1960,Guinea-Bissau,GNB,,,,,34.0835122,,
1960,Guyana,GUY,,,,,56.29634146,,
1960,Haiti,HTI,,,,,42.41443902,,
1960,Heavily indebted poor countries (HIPC),HPC,,,,,40.06806527,163.633847,273.4432243
1960,High income,HIC,,,,,68.73270057,36.65501078,46.20534034
1960,High income: nonOECD,NOC,,,,,62.64063547,,
1960,High income: OECD,OEC,,,,,69.01192784,34.91027381,43.10651952
1960,Honduras,HND,,,,,46.65687805,137.11,204.1
1960,"Hong Kong, China",HKG,,,,,66.04219512,,
1960,Hungary,HUN,,,,,68.00317073,46.40000153,52.90000153
1960,Iceland,ISL,,,,,,17.3,21.8
1960,India,IND,,,,,42.26160976,156.6,234.1
1960,Indonesia,IDN,,,,,41.4902439,128,216
1960,"Iran, Islamic Rep.",IRN,,,,,48.4722439,164,281
1960,Iraq,IRQ,,,,,50.27804878,108.97,158.2
1960,Ireland,IRL,,,,,69.69268293,29.29999924,36
1960,Isle of Man,IMY,,,,,,,
1960,Israel,ISR,,,,,71.68420732,30.8,
1960,Italy,ITA,,,,,69.12390244,43.90000153,52
1960,Jamaica,JAM,,,,,64.35814634,56.02,74.6
1960,Japan,JPN,,,,,67.66609756,30.39999962,39.90000153
1960,Jordan,JOR,,,,,47.1897561,97,139
1960,Kazakhstan,KAZ,,,,,,,
1960,Kenya,KEN,,,,,46.68604878,122,205
1960,Kiribati,KIR,,,,,,,
1960,"Korea, Dem. Rep.",PRK,,,,,55.41073171,85,120
1960,"Korea, Rep.",KOR,,,,,54.15121951,90,127
1960,Kuwait,KWT,,,,,59.75853659,78.1,110.9
1960,Kyrgyz Republic,KGZ,,,,,,,
1960,Lao PDR,LAO,,,,,43.81097561,155,235
1960,Latin America & Caribbean,LAC,,,,,56.21282072,110.1272636,154.6600699
1960,Latvia,LVA,,,,,69.78682927,26.9,32.2
1960,Least developed countries: UN classification,LDC,,,,,39.86071356,,
1960,Lebanon,LBN,,,,,61.11463415,65,85
1960,Lesotho,LSO,,,,,46.57804878,138.9774978,185.1
1960,Liberia,LBR,,,,,40.086,,
1960,Libya,LBY,,,,,46.9204878,159,270
1960,Liechtenstein,LIE,,,,,,,
1960,Lithuania,LTU,,,,,69.84731707,38,47.6
1960,Low & middle income,LMY,,,,,44.1771066,,
1960,Low income,LIC,,,,,42.32834013,,
1960,Lower middle income,LMC,,,,,41.78489612,,
1960,Luxembourg,LUX,,,,,68.92926829,31.5,41
1960,"Macao, China",MAC,,,,,59.33902439,,
1960,"Macedonia, FYR",MKD,,,,,60.94317073,120,177
1960,Madagascar,MDG,,,,,40.05043902,112,186
1960,Malawi,MWI,,,,,37.90634146,221.4695089,367.8
1960,Malaysia,MYS,,,,,54.28292683,72,113
1960,Maldives,MDV,,,,,43.90502439,,
1960,Mali,MLI,,,,,36.34058537,284.3,460.4
1960,Malta,MLT,,,,,68.55414634,36.6,40.8
1960,Marshall Islands,MHL,,,,,,,
1960,Mauritania,MRT,,,,,43.5242439,,
1960,Mauritius,MUS,,,,,59.39756098,67.5,101.8
1960,Mayotte,MYT,,,,,,,
1960,Mexico,MEX,,,,,57.33721951,93.2,133.04
1960,"Micronesia, Fed. Sts.",FSM,,,,,57.78658537,,
1960,Middle East & North Africa,MNA,,,,,47.09445658,,
1960,Middle income,MIC,,,,,44.58869041,,
1960,Moldova,MDA,,,,,61.95609756,,
1960,Monaco,MCO,,,,,,,
1960,Mongolia,MNG,,,,,47.0195122,,
1960,Montenegro,MNE,,,,,62.72404878,,
1960,Morocco,MAR,,,,,46.9204878,132,211
1960,Mozambique,MOZ,,,,,35.19302439,,
1960,Myanmar,MMR,,,,,43.85643902,169,252
1960,Namibia,NAM,,,,,47.11258537,,
1960,Nepal,NPL,,,,,38.70219512,197.19,294.4
1960,Netherlands,NLD,,,,,73.39268293,16.79999924,21.89999962
1960,Netherlands Antilles,ANT,,,,,65.61170732,,
1960,New Caledonia,NCL,,,,,58.63902439,,
1960,New Zealand,NZL,,,,,71.23658537,22.6,28
1960,Nicaragua,NIC,,,,,47.33439024,130,193
1960,Niger,NER,,,,,39.55853659,153.7,325.4
1960,Nigeria,NGA,,,,,38.7257561,165,290
1960,Northern Mariana Islands,MNP,,,,,,,
1960,Norway,NOR,,,,,73.5497561,17.60000038,23
1960,Oman,OMN,,,,,41.93790244,,
1960,Pakistan,PAK,,,,,46.876,157.4,212.3
1960,Palau,PLW,,,,,,,
1960,Panama,PAN,,,,,60.92697561,58,88
1960,Papua New Guinea,PNG,,,,,38.72682927,142.3695204,212.6
1960,Paraguay,PRY,,,,,63.91570732,66.9,91.6
1960,Peru,PER,,,,,47.98673171,156.98,234.9
1960,Philippines,PHL,,,,,53.38443902,63.10028455,97.3
1960,Poland,POL,,,,,67.6804878,57.8,64.7
1960,Portugal,PRT,,,,,63.44195122,80.7,110.1
1960,Puerto Rico,PRI,,,,,69.2497561,,
1960,Qatar,QAT,,,,,53.41317073,,
1960,Romania,ROM,,,,,65.45731707,64,74
1960,Russian Federation,RUS,,,,,,,
1960,Rwanda,RWA,,,,,42.3782439,134.553823,227.4
1960,Samoa,WSM,,,,,50.2195122,92,131
1960,San Marino,SMR,,,,,,,
1960,Sao Tome and Principe,STP,,,,,50.78390244,,
1960,Saudi Arabia,SAU,,,,,44.70341463,150,250
1960,Senegal,SEN,,,,,40.69678049,124.4,311.2
1960,Serbia,SRB,,,,,,,
1960,Seychelles,SYC,,,,,,62,83
1960,Sierra Leone,SLE,,,,,32.27692683,220.7,390.1
1960,Singapore,SGP,,,,,63.68146341,34.79999924,40
1960,Slovak Republic,SVK,,,,,,28.6,34.5
1960,Slovenia,SVN,,,,,68.4804878,35.1,43.5
1960,Solomon Islands,SLB,,,,,49.63170732,,
1960,Somalia,SOM,,,,,36.18580488,,
1960,South Africa,ZAF,,,,,49.15609756,,
1960,South Asia,SAS,,,,,42.55396437,158.1863455,234.5112708
1960,Spain,ESP,,,,,69.10926829,45.4,52.9
1960,Sri Lanka,LKA,,,,,62.10214634,83,133
1960,St. Kitts and Nevis,KNA,,,,,,,
1960,St. Lucia,LCA,,,,,56.75853659,,
1960,St. Vincent and the Grenadines,VCT,,,,,54.60863415,,
1960,Sub-Saharan Africa,SSA,,,,,41.13503903,153.3839068,265.4255898
1960,Sudan,SDN,,,,,40.37814634,125.2096562,211.2
1960,Suriname,SUR,,,,,59.81512195,,
1960,Swaziland,SWZ,,,,,44.33858537,146.8235564,219.5
1960,Sweden,SWE,,,,,73.00560976,16.60000038,19.79999924
1960,Switzerland,CHE,,,,,71.31341463,21.10000038,26.10000038
1960,Syrian Arab Republic,SYR,,,,,49.56682927,134.32,199.6
1960,Tajikistan,TJK,,,,,56.36995122,,
1960,Tanzania,TZA,,,,,43.73209756,142.1183649,240.2
1960,Thailand,THA,,,,,55.14365854,103.12,148.8
1960,Timor-Leste,TMP,,,,,33.99580488,,
1960,Togo,TGO,,,,,42.81726829,155.7,263.7
1960,Tonga,TON,,,,,61.54097561,50.0755,65
1960,Trinidad and Tobago,TTO,,,,,63.67268293,60.42,72.5
1960,Tunisia,TUN,,,,,48.58780488,170,254
1960,Turkey,TUR,,,,,50.4804878,163,219
1960,Turkmenistan,TKM,,,,,54.64580488,,
1960,Uganda,UGA,,,,,44.24673171,131.5479823,222.3
1960,Ukraine,UKR,,,,,69.32195122,,
1960,United Arab Emirates,ARE,,,,,53.41317073,149.86,224.1
1960,United Kingdom,GBR,,,,,71.12682927,22.20000076,25.5
1960,United States,USA,,,,,69.77073171,26,30.20000076
1960,Upper middle income,UMC,,,,,58.90863938,,
1960,Uruguay,URY,,,,,67.95580488,51.3,67.2
1960,Uzbekistan,UZB,,,,,59.09214634,,
1960,Vanuatu,VUT,,,,,46.80736585,141,209
1960,"Venezuela, RB",VEN,,,,,59.8297561,,
1960,Vietnam,VNM,,,,,44.40536585,,
1960,Virgin Islands (U.S.),VIR,,,,,,,
1960,West Bank and Gaza,WBG,,,,,,,
1960,World,WLD,,,,,50.18408056,,
1960,"Yemen, Rep.",YEM,,,,,34.68858537,,
1960,Zambia,ZMB,,,,,45.25512195,125.5876806,211.9
1960,Zimbabwe,ZWE,,,,,51.63326829,96.89818542,158.2
1961,Afghanistan,AFG,,,,,,,
1961,Albania,ALB,,,,,,,
1961,Algeria,DZA,,,,,,,
1961,American Samoa,ASM,,,,,,,
1961,Andorra,ADO,,,,,,,
1961,Angola,AGO,,,,,,,
1961,Antigua and Barbuda,ATG,,,,,,,
1961,Argentina,ARG,,,,,,,
1961,Armenia,ARM,,,,,,,
1961,Aruba,ABW,,,,,,,
1961,Australia,AUS,,,,,70.97317073,19.5,
1961,Austria,AUT,,,,,69.57731707,32.70000076,38
1961,Azerbaijan,AZE,,,,,,,
1961,"Bahamas, The",BHS,,,,,,,
1961,Bahrain,BHR,,,,,,,
1961,Bangladesh,BGD,,,,,,,
1961,Barbados,BRB,,,,,,,
1961,Belarus,BLR,,,,,,,
1961,Belgium,BEL,,,,,,28.1,
1961,Belize,BLZ,,,,,,,
1961,Benin,BEN,,,,,,,
1961,Bermuda,BMU,,,,,,,
1961,Bhutan,BTN,,,,,,,
1961,Bolivia,BOL,,,,,,,
1961,Bosnia and Herzegovina,BIH,,,,,,,
1961,Botswana,BWA,,,,,,,
1961,Brazil,BRA,,,,,,,
1961,Brunei Darussalam,BRN,,,,,,,
1961,Bulgaria,BGR,,,,,70.19560976,37.79999924,46
1961,Burkina Faso,BFA,,,,,,,
1961,Burundi,BDI,,,,,,,
1961,Cambodia,KHM,,,,,,,
1961,Cameroon,CMR,,,,,,,
1961,Canada,CAN,,,,,71.34609756,27.20000076,31
1961,Cape Verde,CPV,,,,,,,
1961,Cayman Islands,CYM,,,,,,,
1961,Central African Republic,CAF,,,,,,,
1961,Chad,TCD,,,,,,,
1961,Channel Islands,CHI,,,,,,,
1961,Chile,CHL,,,,,,,
1961,China,CHN,,,,,40.52439024,,
1961,Colombia,COL,,,,,,,
1961,Comoros,COM,,,,,,,
1961,"Congo, Dem. Rep.",ZAR,,,,,,,
1961,"Congo, Rep.",COG,,,,,,,
1961,Costa Rica,CRI,,,,,,,
1961,Cote d'Ivoire,CIV,,,,,,,
1961,Croatia,HRV,,,,,,,
1961,Cuba,CUB,,,,,,37.20000076,
1961,Cyprus,CYP,,,,,,,
1961,Czech Republic,CZE,,,,,70.51268293,19.39999962,23
1961,Denmark,DNK,,,,,72.43829268,21.79999924,25
1961,Djibouti,DJI,,,,,,,
1961,Dominica,DMA,,,,,,,
1961,Dominican Republic,DOM,,,,,,,
1961,East Asia & Pacific,EAP,,,,,,,
1961,Ecuador,ECU,,,,,,,
1961,"Egypt, Arab Rep.",EGY,,,,,,,
1961,El Salvador,SLV,,,,,,,
1961,Equatorial Guinea,GNQ,,,,,,,
1961,Eritrea,ERI,,,,,,,
1961,Estonia,EST,,,,,,,
1961,Ethiopia,ETH,,,,,,,
1961,Europe & Central Asia,ECA,,,,,,,
1961,Euro area,EMU,,,,,,,
1961,Faeroe Islands,FRO,,,,,,,
1961,Fiji,FJI,,,,,,,
1961,Finland,FIN,,,,,68.84414634,20.89999962,25
1961,France,FRA,,,,,70.82585366,25.70000076,30.10000038
1961,French Polynesia,PYF,,,,,,,
1961,Gabon,GAB,,,,,,,
1961,"Gambia, The",GMB,,,,,,,
1961,Georgia,GEO,,,,,,,
1961,Germany,DEU,,,,,,,
1961,Ghana,GHA,,,,,,,
1961,Greece,GRC,,,,,,,
1961,Greenland,GRL,,,,,,,
1961,Grenada,GRD,,,,,,,
1961,Guam,GUM,,,,,,,
1961,Guatemala,GTM,,,,,,,
1961,Guinea,GIN,,,,,,,
1961,Guinea-Bissau,GNB,,,,,,,
1961,Guyana,GUY,,,,,,,
1961,Haiti,HTI,,,,,,,
1961,Heavily indebted poor countries (HIPC),HPC,,,,,,,
1961,High income,HIC,,,,,,27.9513769,33.22590402
1961,High income: nonOECD,NOC,,,,,,,
1961,High income: OECD,OEC,,,,,70.12656454,27.92857596,33.22590402
1961,Honduras,HND,,,,,,,
1961,"Hong Kong, China",HKG,,,,,66.99121951,,
1961,Hungary,HUN,,,,,68.93609756,44.09999847,48.29999924
1961,Iceland,ISL,,,,,,,
1961,India,IND,,,,,,,
1961,Indonesia,IDN,,,,,,,
1961,"Iran, Islamic Rep.",IRN,,,,,,,
1961,Iraq,IRQ,,,,,,,
1961,Ireland,IRL,,,,,69.95365854,30.5,
1961,Isle of Man,IMY,,,,,,,
1961,Israel,ISR,,,,,72.00658537,,
1961,Italy,ITA,,,,,69.7602439,40.70000076,48
1961,Jamaica,JAM,,,,,,,
1961,Japan,JPN,,,,,68.31,28.29999924,36.59999847
1961,Jordan,JOR,,,,,,,
1961,Kazakhstan,KAZ,,,,,,,
1961,Kenya,KEN,,,,,,,
1961,Kiribati,KIR,,,,,,,
1961,"Korea, Dem. Rep.",PRK,,,,,,,
1961,"Korea, Rep.",KOR,,,,,,,
1961,Kuwait,KWT,,,,,,,
1961,Kyrgyz Republic,KGZ,,,,,,,
1961,Lao PDR,LAO,,,,,,,
1961,Latin America & Caribbean,LAC,,,,,,,
1961,Latvia,LVA,,,,,70.03243902,,
1961,Least developed countries: UN classification,LDC,,,,,,,
1961,Lebanon,LBN,,,,,,,
1961,Lesotho,LSO,,,,,,,
1961,Liberia,LBR,,,,,,,
1961,Libya,LBY,,,,,,,
1961,Liechtenstein,LIE,,,,,,,
1961,Lithuania,LTU,,,,,70.10268293,,
1961,Low & middle income,LMY,,,,,,,
1961,Low income,LIC,,,,,,,
1961,Lower middle income,LMC,,,,,,,
1961,Luxembourg,LUX,,,,,,26.20000076,
1961,"Macao, China",MAC,,,,,,,
1961,"Macedonia, FYR",MKD,,,,,,,
1961,Madagascar,MDG,,,,,,,
1961,Malawi,MWI,,,,,,,
1961,Malaysia,MYS,,,,,,,
1961,Maldives,MDV,,,,,,,
1961,Mali,MLI,,,,,,,
1961,Malta,MLT,,,,,,,
1961,Marshall Islands,MHL,,,,,,,
1961,Mauritania,MRT,,,,,,,
1961,Mauritius,MUS,,,,,,,
1961,Mayotte,MYT,,,,,,,
1961,Mexico,MEX,,,,,,,
1961,"Micronesia, Fed. Sts.",FSM,,,,,,,
1961,Middle East & North Africa,MNA,,,,,,,
1961,Middle income,MIC,,,,,,,
1961,Moldova,MDA,,,,,,,
1961,Monaco,MCO,,,,,,,
1961,Mongolia,MNG,,,,,,,
1961,Montenegro,MNE,,,,,,,
1961,Morocco,MAR,,,,,,,
1961,Mozambique,MOZ,,,,,,,
1961,Myanmar,MMR,,,,,,,
1961,Namibia,NAM,,,,,,,
1961,Nepal,NPL,,,,,,,
1961,Netherlands,NLD,,,,,73.65268293,16.70000076,21.20000076
1961,Netherlands Antilles,ANT,,,,,,,
1961,New Caledonia,NCL,,,,,,,
1961,New Zealand,NZL,,,,,70.98536585,22.8,28
1961,Nicaragua,NIC,,,,,,,
1961,Niger,NER,,,,,,,
1961,Nigeria,NGA,,,,,,,
1961,Northern Mariana Islands,MNP,,,,,,,
1961,Norway,NOR,,,,,73.5504878,17.20000076,21.70000076
1961,Oman,OMN,,,,,,,
1961,Pakistan,PAK,,,,,,,
1961,Palau,PLW,,,,,,,
1961,Panama,PAN,,,,,,,
1961,Papua New Guinea,PNG,,,,,,,
1961,Paraguay,PRY,,,,,,,
1961,Peru,PER,,,,,,,
1961,Philippines,PHL,,,,,,,
1961,Poland,POL,,,,,67.77804878,,
1961,Portugal,PRT,,,,,,,
1961,Puerto Rico,PRI,,,,,,,
1961,Qatar,QAT,,,,,,,
1961,Romania,ROM,,,,,65.90731707,,
1961,Russian Federation,RUS,,,,,,,
1961,Rwanda,RWA,,,,,,,
1961,Samoa,WSM,,,,,,,
1961,San Marino,SMR,,,,,,,
1961,Sao Tome and Principe,STP,,,,,,,
1961,Saudi Arabia,SAU,,,,,,,
1961,Senegal,SEN,,,,,,,
1961,Serbia,SRB,,,,,,,
1961,Seychelles,SYC,,,,,,,
1961,Sierra Leone,SLE,,,,,,,
1961,Singapore,SGP,,,,,,32.09999847,
1961,Slovak Republic,SVK,,,,,,,
1961,Slovenia,SVN,,,,,,,
1961,Solomon Islands,SLB,,,,,,,
1961,Somalia,SOM,,,,,,,
1961,South Africa,ZAF,,,,,,,
1961,South Asia,SAS,,,,,,,
1961,Spain,ESP,,,,,69.4804878,47.3,54.8
1961,Sri Lanka,LKA,,,,,,,
1961,St. Kitts and Nevis,KNA,,,,,,,
1961,St. Lucia,LCA,,,,,,,
1961,St. Vincent and the Grenadines,VCT,,,,,,,
1961,Sub-Saharan Africa,SSA,,,,,,,
1961,Sudan,SDN,,,,,,,
1961,Suriname,SUR,,,,,,,
1961,Swaziland,SWZ,,,,,,,
1961,Sweden,SWE,,,,,73.47439024,15.80000019,18.89999962
1961,Switzerland,CHE,,,,,71.64487805,21,25.79999924
1961,Syrian Arab Republic,SYR,,,,,,,
1961,Tajikistan,TJK,,,,,,,
1961,Tanzania,TZA,,,,,,,
1961,Thailand,THA,,,,,,,
1961,Timor-Leste,TMP,,,,,,,
1961,Togo,TGO,,,,,,,
1961,Tonga,TON,,,,,,,
1961,Trinidad and Tobago,TTO,,,,,,,
1961,Tunisia,TUN,,,,,,,
1961,Turkey,TUR,,,,,,,
1961,Turkmenistan,TKM,,,,,,,
1961,Uganda,UGA,,,,,,,
1961,Ukraine,UKR,,,,,,,
1961,United Arab Emirates,ARE,,,,,,,
1961,United Kingdom,GBR,,,,,70.87804878,21.70000076,25.29999924
1961,United States,USA,,,,,70.27073171,25.29999924,29.20000076
1961,Upper middle income,UMC,,,,,,,
1961,Uruguay,URY,,,,,,,
1961,Uzbekistan,UZB,,,,,,,
1961,Vanuatu,VUT,,,,,,,
1961,"Venezuela, RB",VEN,,,,,,,
1961,Vietnam,VNM,,,,,,,
1961,Virgin Islands (U.S.),VIR,,,,,,,
1961,West Bank and Gaza,WBG,,,,,,,
1961,World,WLD,,,,,,,
1961,"Yemen, Rep.",YEM,,,,,,,
1961,Zambia,ZMB,,,,,,,
1961,Zimbabwe,ZWE,,,,,,,
1962,Afghanistan,AFG,,,,,31.99707317,,
1962,Albania,ALB,,,,,64.82195122,,
1962,Algeria,DZA,,,,,48.32439024,,
1962,American Samoa,ASM,,,,,,,
1962,Andorra,ADO,,,,,,,
1962,Angola,AGO,,,,,33.98853659,,
1962,Antigua and Barbuda,ATG,,,,,63.25365854,,
1962,Argentina,ARG,,,,,65.47,,
1962,Armenia,ARM,,,,,66.89,,
1962,Aruba,ABW,,,,,,,
1962,Australia,AUS,,,,,70.94243902,20.39999962,
1962,Austria,AUT,,,,,69.3095122,32.79999924,37
1962,Azerbaijan,AZE,,,,,65.10731707,,
1962,"Bahamas, The",BHS,,,,,64.07317073,,
1962,Bahrain,BHR,,,,,57.0097561,,
1962,Bangladesh,BGD,,,,,41.21219512,,
1962,Barbados,BRB,,,,,65.84146341,,
1962,Belarus,BLR,,,,,68.94146341,,
1962,Belgium,BEL,,,,,70.82682927,27.5,
1962,Belize,BLZ,,,,,62.66487805,,
1962,Benin,BEN,,,,,42.59,,
1962,Bermuda,BMU,,,,,,,
1962,Bhutan,BTN,,,,,37.74878049,,
1962,Bolivia,BOL,,,,,43.44853659,,
1962,Bosnia and Herzegovina,BIH,,,,,61.80731707,,
1962,Botswana,BWA,,,,,51.41634146,,
1962,Brazil,BRA,,,,,55.74902439,,
1962,Brunei Darussalam,BRN,,,,,62.98780488,,
1962,Bulgaria,BGR,,,,,69.49195122,37.29999924,44
1962,Burkina Faso,BFA,,,,,37.84731707,,
1962,Burundi,BDI,,,,,41.98634146,,
1962,Cambodia,KHM,,,,,43.41463415,,
1962,Cameroon,CMR,,,,,42.63292683,,
1962,Canada,CAN,,,,,71.36707317,27.60000038,32
1962,Cape Verde,CPV,,,,,52.96341463,,
1962,Cayman Islands,CYM,,,,,,,
1962,Central African Republic,CAF,,,,,39.45804878,,
1962,Chad,TCD,,,,,41.70317073,,
1962,Channel Islands,CHI,,,,,71.43536585,,
1962,Chile,CHL,,,,,58.04073171,,
1962,China,CHN,,,,,54.08536585,,
1962,Colombia,COL,,,,,57.91292683,,
1962,Comoros,COM,,,,,44.46341463,,
1962,"Congo, Dem. Rep.",ZAR,,,,,42.02634146,,
1962,"Congo, Rep.",COG,,,,,48.43439024,,
1962,Costa Rica,CRI,,,,,63.02414634,,
1962,Cote d'Ivoire,CIV,,,,,44.96634146,,
1962,Croatia,HRV,,,,,66.98780488,,
1962,Cuba,CUB,,,,,65.4197561,39.70000076,
1962,Cyprus,CYP,,,,,69.20731707,,
1962,Czech Republic,CZE,,,,,69.78682927,21.20000076,25
1962,Denmark,DNK,,,,,72.3197561,20.10000038,23
1962,Djibouti,DJI,,,,,39.68756098,,
1962,Dominica,DMA,,,,,,,
1962,Dominican Republic,DOM,,,,,53.57780488,,
1962,East Asia & Pacific,EAP,,,,,52.27828575,,
1962,Ecuador,ECU,,,,,54.71292683,,
1962,"Egypt, Arab Rep.",EGY,,,,,46.97804878,,
1962,El Salvador,SLV,,,,,52.3404878,,
1962,Equatorial Guinea,GNQ,,,,,37.47804878,,
1962,Eritrea,ERI,,,,,40.15634146,,
1962,Estonia,EST,,,,,69.09756098,,
1962,Ethiopia,ETH,,,,,40.05292683,,
1962,Europe & Central Asia,ECA,,,,,,,
1962,Euro area,EMU,,,,,69.72261937,32.43731245,
1962,Faeroe Islands,FRO,,,,,,,
1962,Fiji,FJI,,,,,56.79878049,,
1962,Finland,FIN,,,,,68.57780488,20.39999962,24
1962,France,FRA,,,,,70.32658537,25.29999924,29.79999924
1962,French Polynesia,PYF,,,,,57.14585366,,
1962,Gabon,GAB,,,,,40.47658537,,
1962,"Gambia, The",GMB,,,,,33.91658537,,
1962,Georgia,GEO,,,,,64.41170732,,
1962,Germany,DEU,,,,,69.92125275,30.29999924,
1962,Ghana,GHA,,,,,46.48536585,,
1962,Greece,GRC,,,,,69.5097561,,
1962,Greenland,GRL,,,,,,,
1962,Grenada,GRD,,,,,63.36219512,,
1962,Guam,GUM,,,,,62.46219512,,
1962,Guatemala,GTM,,,,,47.02926829,,
1962,Guinea,GIN,,,,,35.75121951,,
1962,Guinea-Bissau,GNB,,,,,34.48341463,,
1962,Guyana,GUY,,,,,57.29634146,,
1962,Haiti,HTI,,,,,43.57219512,,
1962,Heavily indebted poor countries (HIPC),HPC,,,,,40.90972381,,
1962,High income,HIC,,,,,69.07674116,27.63784645,32.22029058
1962,High income: nonOECD,NOC,,,,,63.43772771,,
1962,High income: OECD,OEC,,,,,69.34490473,27.62160613,32.22029058
1962,Honduras,HND,,,,,48.01756098,,
1962,"Hong Kong, China",HKG,,,,,66.5,,
1962,Hungary,HUN,,,,,67.86585366,47.90000153,52.40000153
1962,Iceland,ISL,,,,,,,
1962,India,IND,,,,,43.60463415,,
1962,Indonesia,IDN,,,,,42.52926829,,
1962,"Iran, Islamic Rep.",IRN,,,,,49.33,,
1962,Iraq,IRQ,,,,,51.47804878,,
1962,Ireland,IRL,,,,,70.30243902,29.10000038,
1962,Isle of Man,IMY,,,,,,,
1962,Israel,ISR,,,,,72.11219512,,
